SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,5927 Doulton Dr,Houston,TX,77033,195000,3,1.5,Edgewood Sec 04,1149,11050,1950,12,170,,Active,,,https://www.redfin.com/TX/Houston/5927-Doulton-Dr-77033/home/30054653,HARMLS,48910378,N,Y,29.6721898,-95.3309392
MLS Listing,,Condo/Co-op,7900 N Stadium Dr #82,Houston,TX,77030,135000,1,1.0,Briar Green Condo Ph 01,729,230940,1979,12,185,345,Active,,,https://www.redfin.com/TX/Houston/7900-N-Stadium-Dr-77030/unit-82/home/30458187,HARMLS,10634371,N,Y,29.6960567,-95.4091009
MLS Listing,,Condo/Co-op,3940 W Alabama St #7,Houston,TX,77027,194500,2,1.0,Foresters Pond Condo,832,134147,1963,12,234,436,Active,,,https://www.redfin.com/TX/Houston/3940-W-Alabama-St-77027/unit-7/home/30399797,HARMLS,1095638,N,Y,29.7383067,-95.4441374
MLS Listing,,Townhouse,5625 Antoine Dr #1403,Houston,TX,77091,75000,2,2.0,Oakwood Gardens Condo,1027,398376,1972,12,73,288,Active,,,https://www.redfin.com/TX/Houston/5625-Antoine-Dr-77091/unit-1403/home/29637963,HARMLS,19409566,N,Y,29.8482983,-95.47517
MLS Listing,,Single Family Residential,3910 Stassen St,Houston,TX,77051,150000,1,1.0,Sunnyside Courts,640,5000,1987,13,234,,Active,,,https://www.redfin.com/TX/Houston/3910-Stassen-St-77051/home/113062694,HARMLS,32504761,N,Y,29.6723325,-95.3667456
MLS Listing,,Condo/Co-op,3402 Garrott St #13,Houston,TX,77006,215000,1,1.0,Garrott T/h Condo,680,13266,1968,13,316,265,Active,,,https://www.redfin.com/TX/Houston/3402-Garrott-St-77006/unit-13/home/30445043,HARMLS,28385417,N,Y,29.7421885,-95.3857634
MLS Listing,,Single Family Residential,8107 Kenton,Houston,TX,77028,213000,4,2.0,Liberty Road Manor,2210,8320,2023,13,96,,Active,,,https://www.redfin.com/TX/Houston/8107-Kenton-St-77028/home/185489914,HARMLS,43910204,N,Y,29.815626,-95.27905
MLS Listing,,Condo/Co-op,3131 Cummins St #21,Houston,TX,77027,169000,2,1.0,Cummins Lane T/h Condo,943,81690,1969,13,179,739,Active,,,https://www.redfin.com/TX/Houston/3131-Cummins-St-77027/unit-21/home/30390159,HARMLS,69289525,N,Y,29.737124,-95.4380224
MLS Listing,,Condo/Co-op,2255 Braeswood Park Dr #269,Houston,TX,77030,209500,2,2.0,Braeswood Park Condos,1096,428629,1983,14,191,454,Active,,,https://www.redfin.com/TX/Houston/2255-Braeswood-Park-Dr-77030/unit-269/home/29422338,HARMLS,75892634,N,Y,29.6955873,-95.412784
MLS Listing,,Condo/Co-op,2601 Bellefontaine St #116,Houston,TX,77025,124500,1,1.0,Barclay Condo,744,139327,1960,14,167,474,Active,,,https://www.redfin.com/TX/Houston/2601-Bellefontaine-St-77025/unit-116/home/30424612,HARMLS,88734030,N,Y,29.702838,-95.4192205
MLS Listing,,Condo/Co-op,7714 Renwick Dr Unit M66,Houston,TX,77081,95000,1,1.0,Palm Gardens Condo,651,184257,1966,15,146,209,Active,,,https://www.redfin.com/TX/Houston/7714-Renwick-Dr-77081/unit-M66/home/30400649,HARMLS,96179742,N,Y,29.695263,-95.485505
MLS Listing,,Townhouse,3300 Yorktown St #13,Houston,TX,77056,150000,2,2.5,Yorktown T/h Condo,1664,49127,1963,15,90,1365,Active,,,https://www.redfin.com/TX/Houston/3300-Yorktown-St-77056/unit-13/home/30374086,HARMLS,5566290,N,Y,29.730877,-95.470714
MLS Listing,,Single Family Residential,5326 Longmeadow St,Houston,TX,77033,215000,3,2.0,Smallwood Terrace,1430,5616,1948,15,150,,Active,,,https://www.redfin.com/TX/Houston/5326-Longmeadow-St-77033/home/30031203,HARMLS,61154427,N,Y,29.6732851,-95.3412631
MLS Listing,,Single Family Residential,3318 Caplin St,Houston,TX,77026,200000,2,1.0,Humble Road Gardens,984,9300,1940,15,203,,Active,,,https://www.redfin.com/TX/Houston/3318-Caplin-St-77026/home/29962492,HARMLS,59818377,N,Y,29.8162104,-95.3377529
MLS Listing,,Single Family Residential,6016 Sayers St,Houston,TX,77026,125000,2,1.0,Wilshire Place,624,1806,1962,16,200,,Active,,,https://www.redfin.com/TX/Houston/6016-Sayers-St-77026/home/29584892,HARMLS,67303157,N,Y,29.8146583,-95.3314324
MLS Listing,,Condo/Co-op,361 N Post Oak Ln #341,Houston,TX,77024,199000,2,2.0,Post Oak Lane Condo,1134,304370,1970,16,175,629,Active,,,https://www.redfin.com/TX/Houston/361-N-Post-Oak-Ln-77024/unit-341/home/30389470,HARMLS,73903847,N,Y,29.7752101,-95.4579087
MLS Listing,,Single Family Residential,3801 Broyles St,Houston,TX,77026,199995,2,1.0,Organ,941,5000,1949,17,213,,Active,,,https://www.redfin.com/TX/Houston/3801-Broyles-St-77026/home/175826586,HARMLS,98013961,N,Y,29.7953279,-95.3279882
MLS Listing,,Condo/Co-op,2120 El Paseo St #2201,Houston,TX,77054,125000,1,1.0,One Montreal Condo Ph B,789,145109,1981,17,158,351,Active,,,https://www.redfin.com/TX/Houston/2120-El-Paseo-St-77054/unit-2201/home/30522944,HARMLS,78591644,N,Y,29.688708,-95.391986
MLS Listing,,Single Family Residential,5711 Ridgeway Dr,Houston,TX,77033,179900,3,1.0,Edgewood Sec 05,1240,7205,1958,17,145,,Active,,,https://www.redfin.com/TX/Houston/5711-Ridgeway-Dr-77033/home/30055075,HARMLS,36143203,N,Y,29.669261,-95.3365271
MLS Listing,,Condo/Co-op,2600 Bellefontaine St Unit C21,Houston,TX,77025,169900,2,2.0,Barclay Condo Ph 02,1860,127472,1964,17,91,1518,Active,,,https://www.redfin.com/TX/Houston/2600-Bellefontaine-St-77025/unit-C21/home/30396756,HARMLS,25895125,N,Y,29.7035364,-95.4198922
MLS Listing,,Single Family Residential,8517 Rubin St,Houston,TX,77051,220000,3,2.5,Ruberfield,1228,5000,1955,17,179,,Active,,,https://www.redfin.com/TX/Houston/8517-Rubin-St-77051/home/30030272,HARMLS,20571600,N,Y,29.6687635,-95.3601143
MLS Listing,,Condo/Co-op,8223 Kingsbrook Rd #115,Houston,TX,77024,219000,2,2.0,Bayou Bend T/h Condo,1052,372523,1964,17,208,558,Active,,,https://www.redfin.com/TX/Houston/8223-Kingsbrook-Rd-77024/unit-115/home/30423130,HARMLS,17378113,N,Y,29.780264,-95.486598
MLS Listing,,Single Family Residential,11618 Shoshone Rd,Houston,TX,77055,200000,3,1.0,Harwood Terrace Sec 02,2491,7800,1954,17,80,,Active,,,https://www.redfin.com/TX/Houston/11618-Shoshone-Rd-77055/home/30051484,HARMLS,75423307,N,Y,29.8160514,-95.4840268
MLS Listing,,Single Family Residential,11626 Shoshone Rd,Houston,TX,77055,225000,3,1.0,Harwood Terrace Sec 02,1248,6580,1954,17,180,,Active,,,https://www.redfin.com/TX/Houston/11626-Shoshone-Rd-77055/home/30051480,HARMLS,33913880,N,Y,29.8162158,-95.4844785
MLS Listing,,Condo/Co-op,2830 S Bartell Dr #311,Houston,TX,77054,105000,2,1.0,Hearthwood 02,780,71874,1983,17,135,320,Active,,,https://www.redfin.com/TX/Houston/2830-S-Bartell-Dr-77054/unit-311/home/30506536,HARMLS,38553251,N,Y,29.6812536,-95.4208334
MLS Listing,,Condo/Co-op,2400 N Braeswood Blvd #118,Houston,TX,77030,225000,2,2.5,Brentwood Condo,1782,324898,1977,17,126,937,Active,,,https://www.redfin.com/TX/Houston/2400-N-Braeswood-Blvd-77030/unit-118/home/30391949,HARMLS,62377113,N,Y,29.6986837,-95.4160868
MLS Listing,,Condo/Co-op,1011 Studemont St #307,Houston,TX,77007,220000,1,1.0,Studemont Condo,717,,2015,17,307,362,Active,,,https://www.redfin.com/TX/Houston/1011-Studemont-St-77007/unit-307/home/112828025,HARMLS,598843,N,Y,29.7695841,-95.391951
MLS Listing,,Condo/Co-op,8055 Cambridge St #50,Houston,TX,77054,150000,2,2.0,Cambridge Court Condo,975,,1984,17,154,512,Active,,,https://www.redfin.com/TX/Houston/8055-Cambridge-St-77054/unit-50/home/30561107,HARMLS,32961889,N,Y,29.6896964,-95.3930356
MLS Listing,,Condo/Co-op,3525 Sage Rd #902,Houston,TX,77056,173000,1,1.0,Sage Street Condo,794,,1985,17,218,563,Active,,,https://www.redfin.com/TX/Houston/3525-Sage-Rd-77056/unit-902/home/30605939,HARMLS,32422144,N,Y,29.729101,-95.466053
MLS Listing,,Condo/Co-op,7950 N Stadium Dr #217,Houston,TX,77030,149900,2,1.0,Briar Green Ph 02,972,173663,1980,18,154,424,Active,,,https://www.redfin.com/TX/Houston/7950-N-Stadium-Dr-77030/unit-217/home/30457884,HARMLS,70249485,N,Y,29.6945456,-95.4091314
MLS Listing,,Condo/Co-op,1100 Augusta Dr #10,Houston,TX,77057,128900,1,1.0,Woods On Augusta T/h Condo,828,132485,1976,18,156,331,Active,,,https://www.redfin.com/TX/Houston/1100-Augusta-Dr-77057/unit-10/home/30365236,HARMLS,42262184,N,Y,29.7560888,-95.4834749
MLS Listing,,Single Family Residential,9414 Bean St S,Houston,TX,77028,139500,2,1.0,Timmerman Place,1164,7000,1947,18,120,,Active,,,https://www.redfin.com/TX/Houston/9414-Bean-St-77028/home/30027802,HARMLS,86694971,N,Y,29.8492545,-95.2703824
MLS Listing,,Condo/Co-op,3614 Montrose Blvd #202,Houston,TX,77006,215000,1,1.0,Montrose,768,,1964,18,280,760,Active,,,https://www.redfin.com/TX/Houston/3614-Montrose-Blvd-77006/unit-202/home/30423566,HARMLS,50508698,N,Y,29.7398638,-95.3914912
MLS Listing,,Condo/Co-op,5050 Ambassador Way #118,Houston,TX,77056,160000,1,1.0,Ambassador At Post Oak Sec 01,876,66200,1967,19,183,765,Active,,,https://www.redfin.com/TX/Houston/5050-Ambassador-Way-77056/unit-118/home/30210258,HARMLS,58093513,N,Y,29.7470277,-95.4636262
MLS Listing,,Condo/Co-op,2101 Fountain View Dr #17,Houston,TX,77057,180000,3,2.0,Courtyards 03 Fountains,1200,331196,1968,19,150,563,Active,,,https://www.redfin.com/TX/Houston/2101-Fountain-View-Dr-77057/unit-17/home/30423723,HARMLS,34506396,N,Y,29.7452387,-95.4852854
MLS Listing,,Single Family Residential,7717 Bigwood St,Houston,TX,77016,219000,4,2.0,Scenic Woods,2443,7440,1960,19,90,,Active,,,https://www.redfin.com/TX/Houston/7717-Bigwood-St-77016/home/30083829,HARMLS,77797691,N,Y,29.8567287,-95.2886697
MLS Listing,,Condo/Co-op,2601 Bellefontaine St Unit C202,Houston,TX,77025,110000,1,1.0,Barclay Condo Ph 03,744,139327,1960,19,148,539,Active,,,https://www.redfin.com/TX/Houston/2601-Bellefontaine-St-77025/unit-C202/home/30424538,HARMLS,19062153,N,Y,29.702838,-95.4192205
MLS Listing,,Single Family Residential,827 Maroby St,Houston,TX,77017,190000,4,2.0,Oak Meadows Sec 01,1607,6600,1952,20,118,,Active,,,https://www.redfin.com/TX/Houston/827-Maroby-St-77017/home/30040253,HARMLS,79336958,N,Y,29.6947439,-95.2450842
MLS Listing,,Single Family Residential,4014 Farmer St,Houston,TX,77020,179999,3,1.5,Burke Ext Sec 03,2151,4500,1958,20,84,,Active,,,https://www.redfin.com/TX/Houston/4014-Farmer-St-77020/home/29815050,HARMLS,9543010,N,Y,29.7751475,-95.3300448
MLS Listing,,Single Family Residential,7717 Avenue K,Houston,TX,77012,150000,3,1.0,Magnolia Park,1158,2500,1930,20,130,,Active,,,https://www.redfin.com/TX/Houston/7717-Avenue-K-77012/home/29719697,HARMLS,6002171,N,Y,29.7380133,-95.2845783
MLS Listing,,Single Family Residential,3819 Ranch St,Houston,TX,77026,219500,4,2.0,Ralston,2332,4500,1953,20,94,,Active,,,https://www.redfin.com/TX/Houston/3819-Ranch-St-77026/home/29736709,HARMLS,69384276,N,Y,29.7857814,-95.3321254
MLS Listing,,Condo/Co-op,2025 Augusta Dr #407,Houston,TX,77057,125000,1,1.0,Quail Harbor Condo,797,131105,1981,20,157,214,Active,,,https://www.redfin.com/TX/Houston/2025-Augusta-Dr-77057/unit-407/home/30513174,HARMLS,43654447,N,Y,29.7449755,-95.4817544
MLS Listing,,Townhouse,3413 Hardie St,Houston,TX,77026,140000,2,1.0,Crane Street Woods Sec 05,1665,7500,1956,21,84,,Active,,,https://www.redfin.com/TX/Houston/3413-Hardie-St-77026/home/29974079,HARMLS,10408604,N,Y,29.805262,-95.3344112
MLS Listing,,Condo/Co-op,2626 Holly Hall St #1204,Houston,TX,77054,135000,2,2.0,Richmond Manor Condo Ph 02,880,89639,1985,21,153,408,Active,,,https://www.redfin.com/TX/Houston/2626-Holly-Hall-St-77054/unit-1204/home/30592315,HARMLS,31924375,N,Y,29.6844676,-95.3884338
MLS Listing,,Condo/Co-op,1330 Old Spanish Trl #6205,Houston,TX,77054,162500,1,1.0,City Plaza Condo,623,327577,1995,22,261,271,Active,,,https://www.redfin.com/TX/Houston/1330-Old-Spanish-Trl-77054/unit-6205/home/29207185,HARMLS,55389433,N,Y,29.6928043,-95.409786
MLS Listing,,Condo/Co-op,2300 Old Spanish Trl #2122,Houston,TX,77054,161900,1,1.0,Riverwalk Condo Ph 02,838,132181,1983,22,193,375,Active,,,https://www.redfin.com/TX/Houston/2300-Old-Spanish-Trl-77054/unit-2122/home/30574099,HARMLS,45684570,N,Y,29.6980783,-95.3895314
MLS Listing,,Condo/Co-op,7900 N Stadium Dr #20,Houston,TX,77030,124990,1,1.0,Briar Green Condo Ph 01,729,230940,1979,22,171,345,Active,,,https://www.redfin.com/TX/Houston/7900-N-Stadium-Dr-77030/unit-20/home/30458126,HARMLS,28868548,N,Y,29.6960567,-95.4091009
MLS Listing,,Condo/Co-op,2626 Holly Hall St #606,Houston,TX,77054,124000,2,1.0,Richmond Manor Condo Ph 01,841,104360,1984,23,147,380,Active,,,https://www.redfin.com/TX/Houston/2626-Holly-Hall-St-77054/unit-606/home/30592433,HARMLS,23691829,N,Y,29.6844676,-95.3884338
MLS Listing,,Single Family Residential,441 Hahlo St,Houston,TX,77020,140000,2,2.5,Denver,1288,6250,1941,23,109,,Active,,,https://www.redfin.com/TX/Houston/441-Hahlo-St-77020/home/29664121,HARMLS,77871126,N,Y,29.7804384,-95.3092541
MLS Listing,,Condo/Co-op,3944 W Alabama St #5,Houston,TX,77027,180000,2,2.0,Foresters Pond Condo,858,134147,1963,23,210,387,Active,,,https://www.redfin.com/TX/Houston/3944-W-Alabama-St-77027/unit-5/home/30399768,HARMLS,38222467,N,Y,29.7383757,-95.4444161
MLS Listing,,Single Family Residential,2513 13th St,Galena Park,TX,77547,199000,3,1.5,Galena Manor,1258,6042,1954,23,158,,Active,,,https://www.redfin.com/TX/Galena-Park/2513-13th-St-77547/home/30043267,HARMLS,88287605,N,Y,29.7420775,-95.2530785
MLS Listing,,Condo/Co-op,443 Post Oak Ln N,Houston,TX,77024,219000,2,2.5,Post Oak Lane Condos,1680,,1969,23,130,585,Active,,,https://www.redfin.com/TX/Houston/443-N-Post-Oak-Ln-77024/home/30318583,HARMLS,40806938,N,Y,29.776696,-95.4583959
MLS Listing,,Condo/Co-op,3224 Timmons Ln #135,Houston,TX,77027,149900,1,1.0,Summit Court Condo,600,,1967,23,250,280,Active,,,https://www.redfin.com/TX/Houston/3224-Timmons-Ln-77027/unit-135/home/30425368,HARMLS,61455768,N,Y,29.7352946,-95.4370131
MLS Listing,,Single Family Residential,9330 Laura Koppe Rd,Houston,TX,77078,159900,3,1.0,Chatwood Place Sec 05,1107,7200,1958,24,144,,Active,,,https://www.redfin.com/TX/Houston/9330-Laura-Koppe-Rd-77078/home/30113835,HARMLS,70165157,N,Y,29.8396668,-95.2484698
MLS Listing,,Single Family Residential,4610 Stassen St,Houston,TX,77051,189000,4,1.0,Sunnyside Courts,1326,5250,1950,24,143,,Active,,,https://www.redfin.com/TX/Houston/4610-Stassen-St-77051/home/29919145,HARMLS,56744612,N,Y,29.6699359,-95.3588931
MLS Listing,,Single Family Residential,9307 Oak Knoll Ln,Houston,TX,77078,95000,3,1.0,Chatwood Place Sec 06,988,8160,1960,24,96,,Active,,,https://www.redfin.com/TX/Houston/9307-Oak-Knoll-Ln-77078/home/30126785,HARMLS,84306612,N,Y,29.8392173,-95.2495713
MLS Listing,,Condo/Co-op,2475 Underwood St #385,Houston,TX,77030,130000,1,1.0,Brentwood Condominiums,860,324898,1977,24,151,416,Active,,,https://www.redfin.com/TX/Houston/2475-Underwood-St-77030/unit-385/home/30392679,HARMLS,2860873,N,Y,29.6994591,-95.416987
MLS Listing,,Single Family Residential,8411 Sultan Dr,Houston,TX,77078,159900,3,1.5,Chatwood Place Sec 06,1766,15119,1966,24,91,,Active,,,https://www.redfin.com/TX/Houston/8411-Sultan-Dr-77078/home/30126777,HARMLS,79857057,N,Y,29.8382349,-95.2538896
MLS Listing,,Single Family Residential,9203 Richland Dr,Houston,TX,77078,159900,3,1.5,Chatwood Place Sec 06,1060,10746,1965,24,151,,Active,,,https://www.redfin.com/TX/Houston/9203-Richland-Dr-77078/home/30127189,HARMLS,12094929,N,Y,29.8376963,-95.2537464
MLS Listing,,Condo/Co-op,6200 W Tidwell Rd #605,Houston,TX,77092,85000,3,2.0,Asbury Park Llc Condo,1373,440793,1974,24,62,395,Active,,,https://www.redfin.com/TX/Houston/6200-W-Tidwell-Rd-77092/unit-605/home/29636278,HARMLS,13424037,N,Y,29.8517286,-95.4823893
MLS Listing,,Single Family Residential,5414 Rapido Rd,Houston,TX,77033,215000,3,2.0,South Park,1251,5802,1955,24,172,,Active,,,https://www.redfin.com/TX/Houston/5414-Rapido-Rd-77033/home/30015536,HARMLS,22351224,N,Y,29.6823746,-95.3370483
MLS Listing,,Single Family Residential,4436 Bennington St,Houston,TX,77016,215000,2,1.0,Trinity Gardens,1306,16800,1940,24,165,,Active,,,https://www.redfin.com/TX/Houston/4436-Bennington-St-77016/home/29941019,HARMLS,32852769,N,Y,29.821851,-95.3243222
MLS Listing,,Condo/Co-op,3131 Cummins St #20,Houston,TX,77027,159000,2,1.0,Cummins Lane T/h Condo,812,81690,1969,24,196,619,Active,,,https://www.redfin.com/TX/Houston/3131-Cummins-St-77027/unit-20/home/30390255,HARMLS,83443341,N,Y,29.737124,-95.4380224
MLS Listing,,Single Family Residential,9221 Arvin St,Houston,TX,77028,205000,2,1.0,Dorchester Place,1298,14030,1957,25,158,,Active,,,https://www.redfin.com/TX/Houston/9221-Arvin-St-77028/home/30126756,HARMLS,59281886,N,Y,29.8471891,-95.2701783
MLS Listing,,Single Family Residential,1913 Elysian St,Houston,TX,77026,165000,0,,Cascara,1152,4512,1920,25,143,,Active,,,https://www.redfin.com/TX/Houston/1913-Elysian-St-77026/home/29655719,HARMLS,69318317,N,Y,29.7787606,-95.3507562
MLS Listing,,Townhouse,5809 Village Forest Ct,Houston,TX,77092,159900,3,2.5,Laguna T/h,1564,478113,1976,25,102,276,Active,,,https://www.redfin.com/TX/Houston/5809-Village-Forest-Ct-77092/home/30277009,HARMLS,12530506,N,Y,29.8488534,-95.4757672
MLS Listing,,Condo/Co-op,2120 El Paseo St #405,Houston,TX,77054,147500,2,1.0,One Montreal Condo Ph A,964,176099,1980,25,153,399,Active,,,https://www.redfin.com/TX/Houston/2120-El-Paseo-St-77054/unit-405/home/30522824,HARMLS,57068483,N,Y,29.688708,-95.391986
MLS Listing,,Condo/Co-op,5050 Ambassador Way #314,Houston,TX,77056,199000,1,1.0,Ambassador At Post Oak Sec 01,910,,1967,26,219,666,Active,,,https://www.redfin.com/TX/Houston/5050-Ambassador-Way-77056/unit-314/home/30210164,HARMLS,84125086,N,Y,29.7470277,-95.4636262
MLS Listing,,Single Family Residential,1115 Hahlo,Houston,TX,77020,220000,3,1.0,Denver Harbor,1094,6250,1948,26,201,,Active,,,https://www.redfin.com/TX/Houston/1115-Hahlo-St-77020/home/29662140,HARMLS,18322261,N,Y,29.7686194,-95.3092944
MLS Listing,,Single Family Residential,8934 Valley Side Dr,Houston,TX,77078,224995,5,3.0,Verde Forest Sec 02,1418,6600,1977,26,159,,Active,,,https://www.redfin.com/TX/Houston/8934-Valley-Side-Dr-77078/home/30268917,HARMLS,33719246,N,Y,29.8546751,-95.2360278
MLS Listing,,Single Family Residential,7319 Eisenhower Rd,Houston,TX,77033,205000,3,2.0,South Park Sec 01,1250,6056,1947,26,164,,Active,,,https://www.redfin.com/TX/Houston/7319-Eisenhower-Rd-77033/home/30014095,HARMLS,48600184,N,Y,29.67991,-95.3478626
MLS Listing,,Single Family Residential,4525 Kingsbury St,Houston,TX,77021,179000,2,1.0,Southern Village Sec 01,886,7473,1941,26,202,,Active,,,https://www.redfin.com/TX/Houston/4525-Kingsbury-St-77021/home/29969018,HARMLS,16994862,N,Y,29.6979228,-95.3474898
MLS Listing,,Single Family Residential,5618 Malmedy Rd,Houston,TX,77033,145000,2,1.0,South Park Sec 02,704,5830,1955,26,206,,Active,,,https://www.redfin.com/TX/Houston/5618-Malmedy-Rd-77033/home/30015619,HARMLS,8254268,N,Y,29.6862982,-95.334857
MLS Listing,,Single Family Residential,6723 Corpus Christi St,Houston,TX,77020,170000,3,1.0,Harbor Homesite,1080,5000,1948,26,157,,Active,,,https://www.redfin.com/TX/Houston/6723-Corpus-Christi-St-77020/home/29678666,HARMLS,57313997,N,Y,29.7824014,-95.3022869
MLS Listing,,Condo/Co-op,8055 Cambridge St #52,Houston,TX,77054,150000,2,2.0,Cambridge Court Condo,975,,1984,26,154,512,Active,,,https://www.redfin.com/TX/Houston/8055-Cambridge-St-77054/unit-52/home/30561082,HARMLS,18738578,N,Y,29.6896964,-95.3930356
MLS Listing,,Single Family Residential,5515 E Houston Rd,Houston,TX,77028,175000,3,1.0,East Houston,1238,8432,1948,27,141,,Active,,,https://www.redfin.com/TX/Houston/5515-E-Houston-Rd-77028/home/29666065,HARMLS,49229059,N,Y,29.8118917,-95.2700967
MLS Listing,,Single Family Residential,3424 Stonewall St,Houston,TX,77020,79000,2,1.0,Ludtke,876,3255,1930,27,90,,Active,,,https://www.redfin.com/TX/Houston/3424-Stonewall-St-77020/home/29711806,HARMLS,64580270,N,Y,29.7731561,-95.3346467
MLS Listing,,Single Family Residential,3933 Lynnfield St,Houston,TX,77016,98999,2,1.0,Lumber Lane Sec 02,672,5000,1956,27,147,,Active,,,https://www.redfin.com/TX/Houston/3933-Lynnfield-St-77016/home/30124704,HARMLS,47419443,N,Y,29.8209111,-95.3297557
MLS Listing,,Single Family Residential,4205 Citadel Ln,Houston,TX,77092,225000,3,1.0,Langwood Sec 01,1232,7259,1955,27,183,,Active,June-10-2023 02:00 PM,June-10-2023 05:00 PM,https://www.redfin.com/TX/Houston/4205-Citadel-Ln-77092/home/30062756,HARMLS,88242098,N,Y,29.8327302,-95.4928395
MLS Listing,,Townhouse,5800 Lumberdale Rd #106,Houston,TX,77092,159000,2,2.5,Forest Lake T/h & R/p,1680,1016,1976,27,95,375,Active,,,https://www.redfin.com/TX/Houston/5800-Lumberdale-Rd-77092/unit-106/home/30312687,HARMLS,9878370,N,Y,29.8516809,-95.4840611
MLS Listing,,Single Family Residential,7926 Hudson St,Houston,TX,77012,199995,3,2.0,Magnolia Park Sec 02,1200,5000,1940,28,167,27,Active,,,https://www.redfin.com/TX/Houston/7926-Hudson-St-77012/home/29721768,HARMLS,13838774,N,Y,29.7245183,-95.2849383
MLS Listing,,Condo/Co-op,2121 El Paseo St #1400,Houston,TX,77054,125000,2,1.0,Cambridge Court Condo Ph 02,804,221876,1984,29,155,409,Active,,,https://www.redfin.com/TX/Houston/2121-El-Paseo-St-77054/unit-1400/home/30577888,HARMLS,93124354,N,Y,29.6892451,-95.3909766
MLS Listing,,Single Family Residential,11026 La Crosse St,Houston,TX,77029,210000,3,1.0,Market Street Gardens Ext 02,1210,7402,1943,29,174,,Active,,,https://www.redfin.com/TX/Houston/11026-La-Crosse-St-77029/home/29990646,HARMLS,77836591,N,Y,29.7710984,-95.2341665
MLS Listing,,Condo/Co-op,2207 S Braeswood Blvd S Unit 41b,Houston,TX,77030,159000,2,2.0,Braeswood Condo,1177,,1981,29,135,371,Active,,,https://www.redfin.com/TX/Houston/2207-S-Braeswood-Blvd-77030/unit-41B/home/30535379,HARMLS,91983204,N,Y,29.6965611,-95.4106043
MLS Listing,,Townhouse,7958 Grove Ridge Dr,Houston,TX,77061,95000,2,1.5,Glenbrook T/h,1156,756,1972,29,82,303,Active,,,https://www.redfin.com/TX/Houston/7958-Grove-Ridge-Dr-77061/home/30270258,HARMLS,19465468,N,Y,29.6761223,-95.2855385
MLS Listing,,Single Family Residential,717 Defender St,Houston,TX,77029,150000,2,1.0,Clinton Park,912,8988,1945,30,164,,Active,,,https://www.redfin.com/TX/Houston/717-Defender-St-77029/home/29969579,HARMLS,36737936,N,Y,29.7386543,-95.2636689
MLS Listing,,Single Family Residential,5422 Doulton Drive Dr,Houston,TX,77033,135000,2,1.0,Smallwood Terrace,1167,6754,1946,30,116,,Active,,,https://www.redfin.com/TX/Houston/5422-Doulton-Dr-77033/home/30031310,HARMLS,76545301,N,Y,29.6720411,-95.3403427
MLS Listing,,Single Family Residential,5934 Southcrest St,Houston,TX,77033,135000,3,1.0,Southcrest Sec 01,1051,6572,1949,30,128,,Active,,,https://www.redfin.com/TX/Houston/5934-Southcrest-St-77033/home/30026146,HARMLS,90143415,N,Y,29.6881661,-95.3299019
MLS Listing,,Single Family Residential,7343 Krueger Rd,Houston,TX,77033,130000,3,1.0,South Park Sec 01,1014,6405,1950,30,128,,Active,,,https://www.redfin.com/TX/Houston/7343-Krueger-Rd-77033/home/30015074,HARMLS,67108725,N,Y,29.677498,-95.3431715
MLS Listing,,Single Family Residential,7004 Market St,Houston,TX,77020,160000,3,2.0,Liberty Heights Sec 03,1030,4500,1940,30,155,,Active,,,https://www.redfin.com/TX/Houston/7004-Market-St-77020/home/29823445,HARMLS,56530619,N,Y,29.7726444,-95.2998572
MLS Listing,,Single Family Residential,10234 Burman St,Jacinto City,TX,77029,199500,3,2.5,Industrial,1744,5460,1950,30,114,,Active,,,https://www.redfin.com/TX/Houston/10234-Burman-St-77029/home/29834970,HARMLS,45731391,N,Y,29.7642919,-95.2481853
MLS Listing,,Condo/Co-op,3131 Southwest Fwy #20,Houston,TX,77098,189900,2,1.0,Lemans T/h Condo,980,105808,1965,30,194,430,Active,,,https://www.redfin.com/TX/Houston/3131-Southwest-Fwy-77098/unit-20/home/30490566,HARMLS,52655966,N,Y,29.7292236,-95.4260714
MLS Listing,,Single Family Residential,5534 Craig St,Houston,TX,77023,175000,2,1.0,Kensington,852,5280,1948,30,205,,Active,,,https://www.redfin.com/TX/Houston/5534-Craig-St-77023/home/29707242,HARMLS,32832308,N,Y,29.7215812,-95.3204312
MLS Listing,,Condo/Co-op,5625 Antoine Dr #601,Houston,TX,77092,53000,1,1.0,Oakwood Gardens,725,,1972,31,73,465,Active,,,https://www.redfin.com/TX/Houston/5625-Antoine-Dr-77091/unit-601/home/29638043,HARMLS,46571579,N,Y,29.8482983,-95.47517
