Property URL,MLS ID,Listing description,Property type,Number of days on Zillow,Property price (USD),Price was cut,Price cut amount (USD),Price cut date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Broker name,Broker agent,Street address,City,Zip,State,Country
https://www.zillow.com/homedetails/502-Parkview-Ct-Sugar-Land-TX-77498/27611847_zpid/,,House for sale,Single Family,,548000,No,,,2732,sqft,200.59,0.52,acres,4,4,"Weichert,REALTORS-Murray Group",,502 Parkview Ct,Sugar Land,77498,TX,USA
https://www.zillow.com/homedetails/1809-Wichita-St-Houston-TX-77004/124871693_zpid/,,House for sale,Single Family,,549000,No,,,2411,sqft,227.71,3123.25,sqft,3,3,AREA Texas Realty,,1809 Wichita St,Houston,77004,TX,USA
https://www.zillow.com/homedetails/4327-Silverwood-Dr-Houston-TX-77035/28026851_zpid/,,House for sale,Single Family,,540000,No,,,2481,sqft,217.65,10881.29,sqft,3,3,RE/MAX Signature Galleria,,4327 Silverwood Dr,Houston,77035,TX,USA
https://www.zillow.com/homedetails/3706-Sherman-St-Houston-TX-77003/2059956464_zpid/,,New construction,Unknown,,519000,No,,,2017,sqft,257.31,2266,sqft,3,4,REALM Real Estate Professional,,3706 Sherman St,Houston,77003,TX,USA
https://www.zillow.com/homedetails/3906-Gallaher-Ct-Missouri-City-TX-77459/27617335_zpid/,,House for sale,Single Family,,549900,No,,,3504,sqft,156.93,0.29,acres,3,3,"Compass RE Texas, LLC",,3906 Gallaher Ct,Missouri City,77459,TX,USA
https://www.zillow.com/homedetails/8722-Winston-Ranch-Pkwy-Richmond-TX-77406/305287781_zpid/,,House for sale,Single Family,,535000,No,,,3384,sqft,158.1,8158.79,sqft,3,4,Walzel Properties,,8722 Winston Ranch Pkwy,Richmond,77406,TX,USA
https://www.zillow.com/homedetails/11822-Jelicoe-Dr-Houston-TX-77047/97621424_zpid/,,House for sale,Single Family,,250000,No,,,1580,sqft,158.23,2626.67,sqft,4,3,"Opendoor Brokerage, LLC",,11822 Jelicoe Dr,Houston,77047,TX,USA
https://www.zillow.com/homedetails/3300-Yorktown-St-APT-13-Houston-TX-77056/28276309_zpid/,,Condo for sale,Condominium,,140000,Yes,10000,06/12/2023,1664,sqft,84.13,1.13,acres,2,3,NextHome Real Estate Place,,3300 Yorktown St APT 13,Houston,77056,TX,USA
https://www.zillow.com/homedetails/4401-Davenport-St-Houston-TX-77051/27946233_zpid/,,House for sale,Single Family,25,150000,No,,,2079,sqft,72.15,6969.6,sqft,4,3,Keller Williams Elite,,4401 Davenport St,Houston,77051,TX,USA
https://www.zillow.com/homedetails/4406-Los-Alamos-Ct-Richmond-TX-77406/59756559_zpid/,,House for sale,Single Family,,725000,No,,,4038,sqft,179.54,0.49,acres,4,4,Orchard Brokerage,,4406 Los Alamos Ct,Richmond,77406,TX,USA
https://www.zillow.com/homedetails/1402-Forest-Brk-Sugar-Land-TX-77479/27557083_zpid/,,House for sale,Single Family,7,875000,No,,,4372,sqft,200.14,0.26,acres,5,5,RE/MAX Southwest,,1402 Forest Brk,Sugar Land,77479,TX,USA
https://www.zillow.com/homedetails/7434-Puerta-Vallarta-Dr-Houston-TX-77083/28428844_zpid/,,House for sale,Single Family,,269999,No,,,1636,sqft,165.04,5301.25,sqft,3,2,The Realty,,7434 Puerta Vallarta Dr,Houston,77083,TX,USA
https://www.zillow.com/homedetails/16522-Quail-Prairie-Dr-Missouri-City-TX-77489/27592730_zpid/,,House for sale,Single Family,,246000,No,,,1722,sqft,142.86,6298.78,sqft,3,2,"Opendoor Brokerage, LLC",,16522 Quail Prairie Dr,Missouri City,77489,TX,USA
https://www.zillow.com/homedetails/8518-Furlong-Ln-Houston-TX-77071/28331412_zpid/,,House for sale,Single Family,4,169900,No,,,1544,sqft,110.04,4948.42,sqft,3,2,Nyala Realty,,8518 Furlong Ln,Houston,77071,TX,USA
https://www.zillow.com/homedetails/16274-Indian-Mill-Dr-Houston-TX-77082/28395219_zpid/,,House for sale,Single Family,1,240000,No,,,1705,sqft,140.76,4059.79,sqft,3,2,REALM Real Estate Professional,,16274 Indian Mill Dr,Houston,77082,TX,USA
https://www.zillow.com/homedetails/16447-Gold-Ridge-Ln-Houston-TX-77053/27590252_zpid/,,House for sale,Single Family,,210000,No,,,1493,sqft,140.66,5405.8,sqft,3,2,Winhill Advisors - Kirby,,16447 Gold Ridge Ln,Houston,77053,TX,USA
https://www.zillow.com/homedetails/3522-Davenport-Pkwy-Rosharon-TX-77583/120750929_zpid/,,House for sale,Single Family,,235000,No,,,1190,sqft,197.48,0.83,acres,2,2,Keller Williams Realty         - Clear Lake/ NASA,,3522 Davenport Pkwy,Rosharon,77583,TX,USA
https://www.zillow.com/homedetails/3715-Singing-Flower-Ln-Richmond-TX-77406/335687859_zpid/,,House for sale,Single Family,,297000,No,,,1586,sqft,187.26,6168.1,sqft,3,2,"Opendoor Brokerage, LLC",,3715 Singing Flower Ln,Richmond,77406,TX,USA
https://www.zillow.com/homedetails/1730-Kessler-Park-Ct-Houston-TX-77047/84014849_zpid/,,House for sale,Single Family,,265000,No,,,1610,sqft,164.6,5501.63,sqft,3,2,HomeSmart,,1730 Kessler Park Ct,Houston,77047,TX,USA
https://www.zillow.com/homedetails/11042-Landsbury-Cir-Houston-TX-77099/28313690_zpid/,,House for sale,Single Family,7,300000,No,,,2208,sqft,135.87,8847.04,sqft,3,3,Lucky Money Real Estate,,11042 Landsbury Cir,Houston,77099,TX,USA
https://www.zillow.com/homedetails/635-Marlberry-Dr-Richmond-TX-77469/124270879_zpid/,,House for sale,Single Family,,269000,No,,,1632,sqft,164.83,7183.04,sqft,2,2,REALM Real Estate Professional,,635 Marlberry Dr,Richmond,77469,TX,USA
https://www.zillow.com/homedetails/7315-Windvine-Dr-Houston-TX-77072/28262962_zpid/,,House for sale,Single Family,1,260000,No,,,1633,sqft,159.22,8049.89,sqft,3,2,ABC Realty Advisor,,7315 Windvine Dr,Houston,77072,TX,USA
https://www.zillow.com/homedetails/11711-Memorial-Dr-APT-159-Houston-TX-77024/28348970_zpid/,,Townhouse for sale,Townhouse,,225000,No,,,1120,sqft,200.89,6.49,acres,1,2,"The Discovery Group, Inc.",,11711 Memorial Dr APT 159,Houston,77024,TX,USA
https://www.zillow.com/community/summer-lakes-summer-park/2057106551_zpid/,,New construction,Unknown,,0,No,,,,,,,,,,,,"Homes Available Soon, Summer Lakes & Summer Park",Richmond,77469,TX,USA
https://www.zillow.com/homedetails/25-Morro-Bay-Dr-Manvel-TX-77578/70289925_zpid/,,House for sale,Single Family,,215000,Yes,10000,06/05/2023,1854,sqft,115.97,5501.63,sqft,4,3,Entera Realty LLC,,25 Morro Bay Dr,Manvel,77578,TX,USA
https://www.zillow.com/homedetails/7718-Braesview-Ln-Houston-TX-77071/28132894_zpid/,,Foreclosure,Unknown,22,219900,Yes,10100,02/16/2019,2332,sqft,94.3,8398.37,sqft,4,2,George E. Johnson Properties,,7718 Braesview Ln,Houston,77071,TX,USA
https://www.zillow.com/homedetails/13926-Grafton-Bridge-Ln-Houston-TX-77047/68414224_zpid/,,House for sale,Single Family,45,289000,No,,,2721,sqft,106.21,5715.07,sqft,4,3,JWang Properties,,13926 Grafton Bridge Ln,Houston,77047,TX,USA
https://www.zillow.com/homedetails/2627-Summer-Ln-Missouri-City-TX-77489/335687824_zpid/,,House for sale,Single Family,,309990,No,,,1676,sqft,184.96,4948.42,sqft,3,2,Mark Dimas Properties,,2627 Summer Ln,Missouri City,77489,TX,USA
https://www.zillow.com/homedetails/3106-S-Peach-Hollow-Cir-Pearland-TX-77584/26503972_zpid/,,House for sale,Single Family,,230000,No,,,1277,sqft,180.11,10768.03,sqft,2,2,Southern Realty Group,,3106 S Peach Hollow Cir,Pearland,77584,TX,USA
https://www.zillow.com/homedetails/2515-Harvest-Moon-Dr-Missouri-City-TX-77489/27590864_zpid/,,House for sale,Single Family,,270000,No,,,1903,sqft,141.88,7217.89,sqft,3,2,RE/MAX Fine Properties,,2515 Harvest Moon Dr,Missouri City,77489,TX,USA
https://www.zillow.com/homedetails/1419-Dian-St-APT-A-Houston-TX-77008/80552893_zpid/,,House for sale,Single Family,1,349999,No,,,752,sqft,465.42,4761.11,sqft,2,1,Houston Residential Advisors,,1419 Dian St APT A,Houston,77008,TX,USA
https://www.zillow.com/homedetails/702-Green-Clover-Ln-Rosharon-TX-77583/305293660_zpid/,,House for sale,Single Family,,259900,No,,,1463,sqft,177.65,5967.72,sqft,3,2,Surge Realty,,702 Green Clover Ln,Rosharon,77583,TX,USA
https://www.zillow.com/homedetails/2234-Patriot-Bnd-Missouri-City-TX-77489/294925400_zpid/,,House for sale,Single Family,,275000,No,,,1549,sqft,177.53,5685,sqft,3,2,Walzel Properties,,2234 Patriot Bnd,Missouri City,77489,TX,USA
https://www.zillow.com/homedetails/5106-Higgins-St-Houston-TX-77033/27933395_zpid/,,House for sale,Single Family,1,245900,No,,,1108,sqft,221.93,7919.21,sqft,3,2,Texas MAP Real Estate,,5106 Higgins St,Houston,77033,TX,USA
https://www.zillow.com/homedetails/5715-Tidewater-Dr-Houston-TX-77085/62564553_zpid/,,House for sale,Single Family,,299000,No,,,2228,sqft,134.2,4499.75,sqft,4,3,Inner Loop Lifestyle LLC,,5715 Tidewater Dr,Houston,77085,TX,USA
https://www.zillow.com/homedetails/15203-Paseo-Del-Rey-Dr-Houston-TX-77083/28253089_zpid/,,House for sale,Single Family,10,299999,No,,,2241,sqft,133.87,6107.11,sqft,4,2,NB Elite Realty,,15203 Paseo Del Rey Dr,Houston,77083,TX,USA
https://www.zillow.com/homedetails/1006-Bolton-Dr-Missouri-City-TX-77489/27540798_zpid/,,House for sale,Single Family,,265000,No,,,1974,sqft,134.25,9478.66,sqft,4,2,"eXp Realty, LLC",,1006 Bolton Dr,Missouri City,77489,TX,USA
https://www.zillow.com/homedetails/2299-Lone-Star-Dr-303-Sugar-Land-TX-77479/65713806_zpid/,,Condo for sale,Condominium,1,340000,No,,,1068,sqft,318.35,,,2,2,"Compass RE Texas, LLC",,2299 Lone Star Dr #303,Sugar Land,77479,TX,USA
https://www.zillow.com/homedetails/1922-Herringbone-Dr-Missouri-City-TX-77489/65716497_zpid/,,House for sale,Single Family,,250000,No,,,1558,sqft,160.46,,,3,2,RE/MAX Cinco Ranch,,1922 Herringbone Dr,Missouri City,77489,TX,USA
https://www.zillow.com/homedetails/5638-Canterway-Dr-Houston-TX-77048/28054230_zpid/,,House for sale,Single Family,,215000,No,,,1660,sqft,129.52,8250.26,sqft,3,2,Listing Spark,,5638 Canterway Dr,Houston,77048,TX,USA
https://www.zillow.com/homedetails/626-Park-Knoll-Ln-Katy-TX-77450/28219568_zpid/,,House for sale,Single Family,,270000,No,,,1950,sqft,138.46,7117.7,sqft,3,2,Tricia Turner Properties,,626 Park Knoll Ln,Katy,77450,TX,USA
https://www.zillow.com/homedetails/5435-Briana-Dee-Dr-Rosharon-TX-77583/2057128369_zpid/,,New construction,Unknown,,265990,No,,,1337,sqft,198.95,5625,sqft,3,2,Legend Home Corporation,,5435 Briana Dee Dr,Rosharon,77583,TX,USA
https://www.zillow.com/homedetails/1737-Airline-Dr-Houston-TX-77009/80534952_zpid/,,House for sale,Single Family,1,450000,No,,,1152,sqft,390.63,6307.49,sqft,3,2,CitiQuest Properties,,1737 Airline Dr,Houston,77009,TX,USA
https://www.zillow.com/homedetails/12507-E-Hillock-Ln-Houston-TX-77047/251274048_zpid/,,House for sale,Single Family,3,369900,No,,,2461,sqft,150.3,5841.4,sqft,4,3,Keller Williams Metropolitan,,12507 E Hillock Ln,Houston,77047,TX,USA
https://www.zillow.com/homedetails/9603-Buffum-St-Houston-TX-77051/329226661_zpid/,,House for sale,Single Family,,299900,No,,,1601,sqft,187.32,4038.01,sqft,3,3,Roofline Realtors,,9603 Buffum St,Houston,77051,TX,USA
https://www.zillow.com/homedetails/1951-Tower-Bell-Ln-Missouri-City-TX-77489/82725658_zpid/,,House for sale,Single Family,,299990,No,,,2307,sqft,130.03,10071.07,sqft,3,3,"eXp Realty, LLC",,1951 Tower Bell Ln,Missouri City,77489,TX,USA
https://www.zillow.com/homedetails/14226-Jaubert-Ct-Sugar-Land-TX-77498/82721105_zpid/,,House for sale,Single Family,4,550000,No,,,2916,sqft,188.61,7392.13,sqft,4,4,VAM Real Estate Solutions,,14226 Jaubert Ct,Sugar Land,77498,TX,USA
https://www.zillow.com/homedetails/11535-Royal-Ivory-Xing-Houston-TX-77082/124875308_zpid/,,Foreclosure,Unknown,,370500,Yes,44500,04/09/2021,1612,sqft,229.84,2021,sqft,2,3,Durmoye Realty,,11535 Royal Ivory Xing,Houston,77082,TX,USA
https://www.zillow.com/homedetails/8113-Parnell-St-Houston-TX-77051/97666851_zpid/,,House for sale,Single Family,1,255000,No,,,1528,sqft,166.88,5523.41,sqft,3,2,ERA Legacy Living,,8113 Parnell St,Houston,77051,TX,USA
https://www.zillow.com/homedetails/1426-S-Kirkwood-Rd-Houston-TX-77077/28231724_zpid/,,House for sale,Single Family,,300000,No,,,1906,sqft,157.4,7901.78,sqft,3,2,"CB&A, Realtors-Katy",,1426 S Kirkwood Rd,Houston,77077,TX,USA
https://www.zillow.com/homedetails/1602-Beaconshire-Rd-Houston-TX-77077/28321122_zpid/,,House for sale,Single Family,,347000,No,,,2061,sqft,168.36,5052.96,sqft,3,2,RE/MAX Universal,,1602 Beaconshire Rd,Houston,77077,TX,USA
https://www.zillow.com/homedetails/12800-Briar-Forest-Dr-UNIT-126-Houston-TX-77077/28229569_zpid/,,House for sale,Single Family,,334070,No,,,1909,sqft,175,5998.21,sqft,2,2,HomeSmart,,12800 Briar Forest Dr UNIT 126,Houston,77077,TX,USA
https://www.zillow.com/homedetails/3918-Florinda-St-Houston-TX-77021/27935792_zpid/,,House for sale,Single Family,,130000,No,,,1034,sqft,125.73,6150.67,sqft,3,1,Exceed Realty,,3918 Florinda St,Houston,77021,TX,USA
https://www.zillow.com/homedetails/2830-S-Bartell-Dr-C23-Houston-TX-77054/2057870475_zpid/,,Condo for sale,Condominium,,49999,Yes,4001,06/01/2023,700,sqft,71.43,1.65,acres,1,1,Michael Overbey,,2830 S Bartell Dr #C23,Houston,77054,TX,USA
https://www.zillow.com/homedetails/2101-Brewster-St-Houston-TX-77026/27746795_zpid/,,House for sale,Single Family,,185000,No,,,1048,sqft,176.53,5148.79,sqft,3,1,Anastasia Realty Group,,2101 Brewster St,Houston,77026,TX,USA
https://www.zillow.com/homedetails/2935-Country-Club-Blvd-Sugar-Land-TX-77478/27609944_zpid/,,House for sale,Single Family,,365000,No,,,2113,sqft,172.74,6712.6,sqft,3,2,Keller Williams Realty -SW,,2935 Country Club Blvd,Sugar Land,77478,TX,USA
https://www.zillow.com/homedetails/22315-Cimarron-Pkwy-Katy-TX-77450/28230883_zpid/,,House for sale,Single Family,,259000,No,,,1598,sqft,162.08,10201.75,sqft,3,2,"Listing Results, LLC",,22315 Cimarron Pkwy,Katy,77450,TX,USA
https://www.zillow.com/homedetails/3303-Bingham-Manor-Ln-Houston-TX-77056/80566918_zpid/,,Condo for sale,Condominium,,529999,Yes,5000,06/16/2023,2964,sqft,178.81,1449,sqft,3,4,ListWithFreedom.com,,3303 Bingham Manor Ln,Houston,77056,TX,USA
https://www.zillow.com/homedetails/8324-Springwood-Creek-Ln-Houston-TX-77055/2057098882_zpid/,,New construction,Unknown,,347900,No,,,1432,sqft,242.95,1835,sqft,3,3,CitiQuest Properties,,8324 Springwood Creek Ln,Houston,77055,TX,USA
https://www.zillow.com/homedetails/13109-Southern-Valley-Dr-Pearland-TX-77584/89625874_zpid/,,House for sale,Single Family,,335000,No,,,1783,sqft,187.89,7583.8,sqft,3,2,BHGRE Gary Greene,,13109 Southern Valley Dr,Pearland,77584,TX,USA
https://www.zillow.com/homedetails/3610-Runnels-St-Houston-TX-77003/63346318_zpid/,,House for sale,Single Family,1,359000,No,,,1365,sqft,263,1838.23,sqft,3,3,"eXp Realty, LLC",,3610 Runnels St,Houston,77003,TX,USA
https://www.zillow.com/homedetails/4530-Spellman-Rd-Houston-TX-77035/28012379_zpid/,,House for sale,Single Family,,310000,No,,,1884,sqft,164.54,6891.19,sqft,3,3,RE/MAX Signature Galleria,,4530 Spellman Rd,Houston,77035,TX,USA
https://www.zillow.com/homedetails/12380-Sandpiper-Dr-APT-203-Houston-TX-77035/28484662_zpid/,,Condo for sale,Condominium,,70000,Yes,13000,06/13/2023,1168,sqft,59.93,2.4,acres,2,3,House Matchmaker Group,,12380 Sandpiper Dr APT 203,Houston,77035,TX,USA
https://www.zillow.com/homedetails/11871-Plumpoint-Dr-Houston-TX-77099/28408830_zpid/,,House for sale,Single Family,1,175000,No,,,1833,sqft,95.47,4399.56,sqft,3,3,REALM Real Estate Professional,,11871 Plumpoint Dr,Houston,77099,TX,USA
https://www.zillow.com/homedetails/5000-Montrose-Blvd-UNIT-11A-Houston-TX-77006/28437605_zpid/,,Condo for sale,Condominium,2,285000,No,,,899,sqft,317.02,,,1,1,Texas Real Estate Pro,,5000 Montrose Blvd UNIT 11A,Houston,77006,TX,USA
https://www.zillow.com/homedetails/5031-Creekbend-Dr-Houston-TX-77035/28008192_zpid/,,House for sale,Single Family,,379000,No,,,1600,sqft,236.88,10798.52,sqft,3,2,BHGRE Gary Greene,,5031 Creekbend Dr,Houston,77035,TX,USA
https://www.zillow.com/homedetails/12034-Helvick-Crescent-Ave-Houston-TX-77051/123239292_zpid/,,House for sale,Single Family,,268500,No,,,1856,sqft,144.67,5471.14,sqft,3,3,Sapphire Realty,,12034 Helvick Crescent Ave,Houston,77051,TX,USA
https://www.zillow.com/homedetails/518-Spring-Flower-Ct-Rosenberg-TX-77469/305290692_zpid/,,House for sale,Single Family,,315000,No,,,1662,sqft,189.53,7696,sqft,3,2,RE/MAX Fine Properties,,518 Spring Flower Ct,Rosenberg,77469,TX,USA
https://www.zillow.com/homedetails/8319-Lorrie-Dr-Houston-TX-77025/27986230_zpid/,,House for sale,Single Family,,475000,No,,,1649,sqft,288.05,7701.41,sqft,3,2,Greenwood King Properties,,8319 Lorrie Dr,Houston,77025,TX,USA
https://www.zillow.com/homedetails/4415-Morning-Cloud-Ln-Sugar-Land-TX-77479/118401137_zpid/,,House for sale,Single Family,,455000,No,,,2474,sqft,183.91,6324.91,sqft,3,3,Houston Elite Properties LLC,,4415 Morning Cloud Ln,Sugar Land,77479,TX,USA
https://www.zillow.com/homedetails/411-Vincent-St-Houston-TX-77009/27778097_zpid/,,House for sale,Single Family,,400000,Yes,189999,06/14/2023,1668,sqft,239.81,5000.69,sqft,3,3,"eXp Realty, LLC",,411 Vincent St,Houston,77009,TX,USA
https://www.zillow.com/homedetails/9703-Berkshire-Trce-Pearland-TX-77584/59767572_zpid/,,House for sale,Single Family,2,298000,No,,,2415,sqft,123.4,6000,sqft,4,3,Keller Williams Realty -SW,,9703 Berkshire Trce,Pearland,77584,TX,USA
https://www.zillow.com/homedetails/3315-Stillmeadow-Ct-Sugar-Land-TX-77479/27627323_zpid/,,House for sale,Single Family,,399500,No,,,2380,sqft,167.86,7313.72,sqft,4,3,RE/MAX Southwest,,3315 Stillmeadow Ct,Sugar Land,77479,TX,USA
https://www.zillow.com/homedetails/915-Sugar-Mountain-Ct-Sugar-Land-TX-77498/27611647_zpid/,,House for sale,Single Family,,385000,No,,,2340,sqft,164.53,8141.36,sqft,3,3,Keller Williams Realty -SW,,915 Sugar Mountain Ct,Sugar Land,77498,TX,USA
https://www.zillow.com/homedetails/351-N-Post-Oak-Ln-APT-707-Houston-TX-77024/28291174_zpid/,,Condo for sale,Condominium,,154800,No,,,894,sqft,173.15,6.99,acres,1,1,Cottage Properties,,351 N Post Oak Ln APT 707,Houston,77024,TX,USA
https://www.zillow.com/homedetails/2277-S-Kirkwood-Rd-3-913-Houston-TX-77077/28442270_zpid/,,Condo for sale,Condominium,,169999,No,,,945,sqft,179.89,4.96,acres,2,1,Altos Realty,,2277 S Kirkwood Rd #3/913,Houston,77077,TX,USA
https://www.zillow.com/homedetails/8508-Madeleine-Rose-Ln-Houston-TX-77055/2057483434_zpid/,,New construction,Unknown,,369700,No,,,1504,sqft,245.81,1551,sqft,3,3,"Compass RE Texas, LLC",,8508 Madeleine Rose Ln,Houston,77055,TX,USA
https://www.zillow.com/homedetails/3930-Mission-Valley-Dr-Missouri-City-TX-77459/27594698_zpid/,,House for sale,Single Family,,260000,No,,,2196,sqft,118.4,9957.82,sqft,4,3,Keller Williams Realty -SW,,3930 Mission Valley Dr,Missouri City,77459,TX,USA
https://www.zillow.com/homedetails/1803-Huisache-Dr-Richmond-TX-77469/27574923_zpid/,,House for sale,Single Family,1,379000,No,,,2449,sqft,154.76,0.52,acres,3,3,RE/MAX Opportunities,,1803 Huisache Dr,Richmond,77469,TX,USA
https://www.zillow.com/homedetails/8520-Madeleine-Rose-Ln-Houston-TX-77055/338693757_zpid/,,New construction,Unknown,,364700,No,,,1480,sqft,246.42,1551,sqft,3,3,"Compass RE Texas, LLC",,8520 Madeleine Rose Ln,Houston,77055,TX,USA
https://www.zillow.com/homedetails/8411-Misty-Prairie-Ln-Richmond-TX-77407/82707348_zpid/,,House for sale,Single Family,1,280000,No,,,2372,sqft,118.04,4930.99,sqft,4,3,Teifke Real Estate,,8411 Misty Prairie Ln,Richmond,77407,TX,USA
https://www.zillow.com/homedetails/710-Longstreet-Dr-Rosenberg-TX-77469/125575376_zpid/,,House for sale,Single Family,,340000,No,,,2053,sqft,165.61,5998.21,sqft,4,2,REALM Real Estate Professional,,710 Longstreet Dr,Rosenberg,77469,TX,USA
https://www.zillow.com/homedetails/19618-Heritage-Elm-Ct-Houston-TX-77084/28553152_zpid/,,House for sale,Single Family,1,332455,No,,,2411,sqft,137.89,5776.06,sqft,4,3,J. Lindsey Properties,,19618 Heritage Elm Ct,Houston,77084,TX,USA
https://www.zillow.com/homedetails/18819-Oakland-Manor-Ln-Richmond-TX-77407/240301317_zpid/,,House for sale,Single Family,,339500,No,,,1762,sqft,192.68,,,4,2,"eXp Realty, LLC",,18819 Oakland Manor Ln,Richmond,77407,TX,USA
https://www.zillow.com/homedetails/6709-Sylmar-Rd-Houston-TX-77074/28004697_zpid/,,House for sale,Single Family,,320000,No,,,1575,sqft,203.17,10545.88,sqft,4,3,Compean Group,,6709 Sylmar Rd,Houston,77074,TX,USA
https://www.zillow.com/homedetails/7526-Cyomys-Ct-Rosharon-TX-77583/2057103811_zpid/,,New construction,Unknown,,298755,No,,,1949,sqft,153.29,6250,sqft,5,2,New Home Connection,,7526 Cyomys Ct,Rosharon,77583,TX,USA
https://www.zillow.com/homedetails/814-Tyler-Run-Sugar-Land-TX-77479/27599431_zpid/,,House for sale,Single Family,1,354900,No,,,2291,sqft,154.91,8285.11,sqft,4,2,Berkshire Hathaway HomeServicePremier Properties,,814 Tyler Run,Sugar Land,77479,TX,USA
https://www.zillow.com/homedetails/819-Sandpiper-Dr-Sugar-Land-TX-77478/27610789_zpid/,,House for sale,Single Family,,419000,No,,,2328,sqft,179.98,8328.67,sqft,4,3,Keller Williams Realty -SW,,819 Sandpiper Dr,Sugar Land,77478,TX,USA
https://www.zillow.com/homedetails/2304-Laurel-Loch-Ln-Pearland-TX-77584/84751209_zpid/,,House for sale,Single Family,,380000,No,,,2338,sqft,162.53,8306.89,sqft,4,2,"CB&A, Realtors-Katy",,2304 Laurel Loch Ln,Pearland,77584,TX,USA
https://www.zillow.com/homedetails/22-Palmero-Way-Manvel-TX-77578/338141792_zpid/,,New construction,Unknown,,550400,No,,,3978,sqft,138.36,9469.94,sqft,5,4,Keller Williams Metropolitan,,22 Palmero Way,Manvel,77578,TX,USA
https://www.zillow.com/homedetails/7219-Belford-Park-Ln-Richmond-TX-77407/82708084_zpid/,,House for sale,Single Family,,599990,No,,,3836,sqft,156.41,10693.98,sqft,4,4,United Real Estate,,7219 Belford Park Ln,Richmond,77407,TX,USA
https://www.zillow.com/homedetails/3118-Springdale-Dr-Pearland-TX-77584/66930172_zpid/,,House for sale,Single Family,,389900,No,,,2292,sqft,170.11,7379.06,sqft,3,2,HOUSTON TOP REALTY,,3118 Springdale Dr,Pearland,77584,TX,USA
https://www.zillow.com/homedetails/226-Essex-Pl-Stafford-TX-77477/27610532_zpid/,,House for sale,Single Family,,425000,No,,,2400,sqft,177.08,6568.85,sqft,3,2,Coldwell Banker Realty,,226 Essex Pl,Stafford,77477,TX,USA
https://www.zillow.com/homedetails/13068-Clarewood-Dr-Houston-TX-77072/28162313_zpid/,,Townhouse for sale,Townhouse,1,198000,No,,,1586,sqft,124.84,2024,sqft,3,2,Keller Williams RealtyNortheast,,13068 Clarewood Dr,Houston,77072,TX,USA
https://www.zillow.com/homedetails/3822-Lake-Ballinger-Ln-Richmond-TX-77406/82729234_zpid/,,House for sale,Single Family,,399900,No,,,2710,sqft,147.56,6647.26,sqft,4,3,Central Metro Realty,,3822 Lake Ballinger Ln,Richmond,77406,TX,USA
https://www.zillow.com/homedetails/7700-Creekbend-Dr-APT-69-Houston-TX-77071/28234791_zpid/,,Townhouse for sale,Townhouse,9,108000,No,,,1088,sqft,99.26,10.19,acres,2,2,HomeSmart,,7700 Creekbend Dr APT 69,Houston,77071,TX,USA
https://www.zillow.com/homedetails/3970-Belle-Park-Dr-3970-Houston-TX-77072/28256738_zpid/,,Townhouse for sale,Townhouse,,215000,No,,,1664,sqft,129.21,1525,sqft,3,3,REALM Real Estate Professional,,3970 Belle Park Dr #3970,Houston,77072,TX,USA
https://www.zillow.com/homedetails/3343-Tampa-St-Houston-TX-77021/27780024_zpid/,,House for sale,Single Family,,289990,No,,,1483,sqft,195.54,6499.15,sqft,3,2,Buyer First Realty,,3343 Tampa St,Houston,77021,TX,USA
https://www.zillow.com/homedetails/9403-Langdon-Ln-Houston-TX-77036/28072790_zpid/,,House for sale,Single Family,,419900,No,,,2236,sqft,187.79,8890.6,sqft,3,2,"eXp Realty, LLC",,9403 Langdon Ln,Houston,77036,TX,USA
https://www.zillow.com/homedetails/10211-Sugar-Branch-Dr-APT-392-Houston-TX-77036/28419708_zpid/,,Condo for sale,Condominium,,108000,No,,,1044,sqft,103.45,2.83,acres,2,1,"eXp Realty, LLC",,10211 Sugar Branch Dr APT 392,Houston,77036,TX,USA
https://www.zillow.com/homedetails/2010-Blodgett-St-UNIT-H-Houston-TX-77004/80530303_zpid/,,House for sale,Single Family,,379000,No,,,1799,sqft,210.67,2112.66,sqft,2,2,"Real Broker, LLC",,2010 Blodgett St UNIT H,Houston,77004,TX,USA
https://www.zillow.com/homedetails/2114-Engelmohr-St-A-Houston-TX-77054/337096709_zpid/,,Townhouse for sale,Townhouse,1,390000,No,,,1718,sqft,227.01,1695,sqft,3,4,Texas United Realty,,2114 Engelmohr St #A,Houston,77054,TX,USA
https://www.zillow.com/homedetails/8619-Valiant-Knolls-Dr-Richmond-TX-77406/112154649_zpid/,,House for sale,Single Family,1,495000,No,,,2434,sqft,203.37,7636.07,sqft,3,2,Keller Williams Realty -SW,,8619 Valiant Knolls Dr,Richmond,77406,TX,USA
https://www.zillow.com/homedetails/8007-Colony-Chase-Ct-Richmond-TX-77407/2057112247_zpid/,,House for sale,Single Family,,399000,No,,,1780,sqft,224.16,,,3,2,"Home Realty, LLC",,8007 Colony Chase Ct,Richmond,77407,TX,USA
https://www.zillow.com/homedetails/10615-Vacarro-Ct-Missouri-City-TX-77459/251432607_zpid/,,House for sale,Single Family,,510000,No,,,3183,sqft,160.23,6433.81,sqft,4,4,Mark Dimas Properties,,10615 Vacarro Ct,Missouri City,77459,TX,USA
